ÅÂ¾ç±¤¸í,È£±â,³â¿ùÀÏ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
±¤¾çÇ×,0,2015-01-01,0,0,0,0,0,0,0,0,124,430,648,679,734,736,677,423,119,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-02,0,0,0,0,0,0,0,0,122,400,432,682,767,571,207,349,113,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-03,0,0,0,0,0,0,0,0,124,416,652,785,880,862,689,412,99,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-04,0,0,0,0,0,0,0,0,65,326,544,722,801,765,616,364,112,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-05,0,0,0,0,0,0,0,0,83,313,466,463,646,542,549,218,76,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-06,0,0,0,0,0,0,0,0,83,394,682,886,963,920,743,464,144,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-07,0,0,0,0,0,0,0,0,176,306,572,749,693,938,767,486,239,4,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-08,0,0,0,0,0,0,0,0,164,464,700,884,958,909,740,461,149,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-09,0,0,0,0,0,0,0,0,130,396,617,727,842,828,601,382,117,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-10,0,0,0,0,0,0,0,0,151,459,711,886,956,904,740,461,155,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-11,0,0,0,0,0,0,0,0,74,319,544,718,855,826,722,459,158,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-12,0,0,0,0,0,0,0,0,126,425,677,857,941,900,729,455,162,2,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-13,0,0,0,0,0,0,0,0,137,450,617,711,799,747,477,274,97,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-14,0,0,0,0,0,0,0,0,0,18,137,157,149,133,88,9,5,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-15,0,0,0,0,0,0,0,0,117,419,439,551,430,592,707,437,166,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-16,0,0,0,0,0,0,0,0,112,380,565,572,360,311,364,146,16,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-17,0,0,0,0,0,0,0,0,151,464,718,896,974,938,781,513,200,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-18,0,0,0,0,0,0,0,0,167,452,677,898,976,936,598,445,157,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-19,0,0,0,0,0,0,0,0,90,349,608,797,884,873,743,490,209,4,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-20,0,0,0,0,0,0,0,0,158,410,641,830,752,850,689,392,137,16,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-21,0,0,0,0,0,0,0,0,32,284,189,338,173,160,79,7,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-22,0,0,0,0,0,0,0,0,45,353,299,605,484,617,144,311,247,16,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-23,0,0,0,0,0,0,0,0,94,405,653,826,882,920,770,497,218,9,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-24,0,0,0,0,0,0,0,0,119,454,709,875,954,936,781,511,211,9,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-25,0,0,0,0,0,0,0,0,29,97,113,149,175,151,218,229,50,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,23,189,203,144,25,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-28,0,0,0,0,0,0,0,0,72,319,580,945,1021,1008,860,589,259,18,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-29,0,0,0,0,0,0,0,0,36,99,214,391,297,162,126,2,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-30,0,0,0,0,0,0,0,0,18,148,268,329,347,212,252,131,92,11,0,0,0,0,0,0
±¤¾çÇ×,0,2015-01-31,0,0,0,0,0,0,0,0,77,194,292,355,382,365,315,218,99,7,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-01,0,0,0,0,0,0,0,0,67,180,279,340,360,351,302,211,97,7,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-02,0,0,0,0,0,0,0,0,13,146,236,270,346,340,290,200,90,7,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-03,0,0,0,0,0,0,0,0,52,184,247,313,274,238,475,326,223,31,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-04,0,0,0,0,0,0,0,0,162,464,688,860,938,815,745,495,223,2,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-05,0,0,0,0,0,0,0,0,130,394,666,891,986,956,796,562,266,16,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-06,0,0,0,0,0,0,0,0,203,504,774,972,1062,1030,877,607,263,38,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-07,0,0,0,0,0,0,0,0,113,497,783,891,774,596,643,274,218,27,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-08,0,0,0,0,0,0,0,2,241,511,832,1055,1132,1058,922,659,320,43,0,23,0,0,0,0
±¤¾çÇ×,0,2015-02-09,0,0,0,0,0,0,0,4,256,565,842,1031,1118,1091,947,679,333,43,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-10,0,0,0,0,0,0,0,0,185,457,693,742,866,922,722,527,279,38,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-11,0,0,0,0,0,0,0,0,144,308,587,900,738,671,517,290,221,31,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-12,0,0,0,0,0,0,0,0,189,538,814,1017,1096,1058,916,648,299,52,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-13,0,0,0,0,0,0,0,7,257,563,839,1028,1105,1071,941,675,338,49,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-14,0,0,0,0,0,0,0,4,252,535,794,983,1053,999,835,587,301,56,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-15,0,0,0,0,0,0,0,0,0,65,61,23,32,7,20,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-16,0,0,0,0,0,0,0,0,0,2,0,41,83,106,32,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-17,0,0,0,0,0,0,0,0,108,380,446,970,1044,967,605,583,322,47,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-18,0,0,0,0,0,0,0,2,229,599,848,995,1008,963,900,653,333,47,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-19,0,0,0,0,0,0,0,11,272,601,889,1089,1172,1147,972,706,373,86,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-20,0,0,0,0,0,0,0,11,252,587,862,1046,1130,1100,914,635,351,79,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-21,0,0,0,0,0,0,0,0,0,43,106,99,142,124,47,5,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-22,0,0,0,0,0,0,0,0,34,112,463,581,1129,1206,1026,668,427,92,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-23,0,0,0,0,0,0,0,0,115,230,563,1116,1211,1184,1049,783,382,86,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-24,0,0,0,0,0,0,0,0,148,410,623,1022,1183,994,1044,787,437,108,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-25,0,0,0,0,0,0,0,4,180,310,475,635,396,689,540,241,166,5,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-26,0,0,0,0,0,0,0,13,245,335,223,612,1157,1147,1022,778,445,117,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-27,0,0,0,0,0,0,0,40,356,706,860,893,1130,1073,770,565,328,86,0,0,0,0,0,0
±¤¾çÇ×,0,2015-02-28,0,0,0,0,0,0,0,2,92,328,344,369,200,344,214,191,167,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-01,0,0,0,0,0,0,0,2,218,682,855,761,1040,1057,857,727,524,121,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-02,0,0,0,0,0,0,0,56,387,722,1008,1202,1283,1255,1116,857,493,137,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-03,0,0,0,0,0,0,0,0,0,34,2,7,99,203,572,612,328,103,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-04,0,0,0,0,0,0,0,79,432,796,1098,1289,1352,1276,1015,662,400,99,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-05,0,0,0,0,0,0,0,67,423,788,1071,1262,1318,1055,857,569,317,65,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-06,0,0,0,0,0,0,0,81,414,765,1028,1213,1199,1278,1105,841,266,65,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-07,0,0,0,0,0,0,0,65,385,745,733,898,1190,1233,1102,830,499,153,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-08,0,0,0,0,0,0,0,65,387,734,1015,1186,1258,1163,1082,754,468,124,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-09,0,0,0,0,0,0,0,7,333,743,1004,1147,1204,1206,1089,841,468,146,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-10,0,0,0,0,0,0,0,101,454,823,1132,1321,1404,1368,1219,950,571,178,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-11,0,0,0,0,0,0,0,110,463,817,1102,1285,1343,1285,1085,781,320,135,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-12,0,0,0,0,0,0,0,112,470,826,1116,1300,1372,1318,1157,905,529,173,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-13,0,0,0,0,0,0,0,43,286,396,666,491,652,716,428,580,128,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-14,0,0,0,0,0,0,0,86,320,545,713,841,810,758,621,553,250,50,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-15,0,0,0,0,0,0,0,74,304,436,535,765,832,765,567,421,220,77,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-16,0,0,0,0,0,0,0,56,241,524,554,745,841,819,707,540,322,113,2,0,0,0,0,0
±¤¾çÇ×,0,2015-03-17,0,0,0,0,0,0,0,47,283,391,533,785,862,839,752,362,266,99,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-18,0,0,0,0,0,0,0,0,0,4,27,36,41,4,40,2,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-19,0,0,0,0,0,0,0,2,47,220,594,554,749,941,826,648,373,67,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-20,0,0,0,0,0,0,0,7,97,277,340,488,817,848,761,574,322,126,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-21,0,0,0,0,0,0,0,90,331,563,729,812,898,850,725,544,340,119,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-22,0,0,0,0,0,0,0,77,259,466,668,806,895,929,828,652,380,140,2,0,0,0,0,0
±¤¾çÇ×,0,2015-03-23,0,0,0,0,0,0,0,142,401,643,824,941,992,970,866,682,432,164,5,0,0,0,0,0
±¤¾çÇ×,0,2015-03-24,0,0,0,0,0,0,0,117,365,610,792,911,958,925,805,626,394,148,5,0,0,0,0,0
±¤¾çÇ×,0,2015-03-25,0,0,0,0,0,0,0,122,369,607,781,898,949,911,796,616,387,149,2,0,0,0,0,0
±¤¾çÇ×,0,2015-03-26,0,0,0,0,0,0,2,137,383,612,801,923,970,949,842,666,427,164,11,0,0,0,0,0
±¤¾çÇ×,0,2015-03-27,0,0,0,0,0,0,0,142,342,495,727,851,848,819,473,382,351,99,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-28,0,0,0,0,0,0,0,146,365,378,648,569,650,895,704,275,191,94,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-29,0,0,0,0,0,0,0,76,313,513,702,823,857,832,751,578,333,131,0,0,0,0,0,0
±¤¾çÇ×,0,2015-03-30,0,0,0,0,0,0,0,106,301,511,841,1040,1116,1080,1080,857,481,187,2,0,0,0,0,0
±¤¾çÇ×,0,2015-03-31,0,0,0,0,0,0,0,0,2,0,58,97,83,108,5,22,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-01,0,0,0,0,0,0,0,23,198,443,414,281,56,94,131,38,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-02,0,0,0,0,0,0,0,2,85,234,342,292,263,212,68,13,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-03,0,0,0,0,0,0,0,88,351,765,774,972,1526,1118,999,862,463,203,20,0,0,0,0,0
±¤¾çÇ×,0,2015-04-04,0,0,0,0,0,0,14,295,664,1035,1148,851,405,412,137,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-05,0,0,0,0,0,0,0,2,52,157,225,286,211,189,130,58,32,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-06,0,0,0,0,0,0,0,0,2,112,133,383,293,256,209,164,130,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-07,0,0,0,0,0,0,0,0,5,11,41,97,549,565,578,612,191,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-08,0,0,0,0,0,0,2,211,475,518,401,1024,1017,1238,864,551,329,54,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-09,0,0,0,0,0,0,0,160,448,927,985,1217,1469,1327,1033,909,594,239,27,0,0,0,0,0
±¤¾çÇ×,0,2015-04-10,0,0,0,0,0,0,18,284,664,999,1260,1386,1469,1390,1190,608,450,229,49,0,0,0,0,0
±¤¾çÇ×,0,2015-04-11,0,0,0,0,0,0,22,288,644,986,1219,1404,1465,1415,1246,988,619,266,25,0,0,0,0,0
±¤¾çÇ×,0,2015-04-12,0,0,0,0,0,0,16,238,542,724,949,1028,1318,941,499,304,189,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-13,0,0,0,0,0,0,0,101,261,542,578,689,497,517,284,394,207,185,2,0,0,0,0,0
±¤¾çÇ×,0,2015-04-14,0,0,0,0,0,0,22,302,776,1112,1274,913,1244,742,626,484,297,261,41,0,0,0,0,0
±¤¾çÇ×,0,2015-04-15,0,0,0,0,0,0,2,295,749,1093,1332,1456,1508,1454,1307,1003,612,239,40,0,0,0,0,0
±¤¾çÇ×,0,2015-04-17,0,0,0,0,0,0,50,382,788,1130,1364,1519,1580,1521,1269,911,608,356,58,0,0,0,0,0
±¤¾çÇ×,0,2015-04-17,0,0,0,0,0,0,50,382,788,1130,1364,1519,1580,1521,1269,911,608,356,58,0,0,0,0,0
±¤¾çÇ×,0,2015-04-18,0,0,0,0,0,0,0,81,455,913,1228,1422,1282,850,571,214,83,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-19,0,0,0,0,0,0,0,0,0,4,9,0,63,86,110,50,2,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-20,0,0,0,0,0,0,0,0,2,0,14,38,130,49,7,4,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-21,0,0,0,0,0,0,47,385,774,1107,1350,1492,1543,1492,1314,1053,671,288,70,0,0,0,0,0
±¤¾çÇ×,0,2015-04-22,0,0,0,0,0,0,58,423,850,1075,1393,1510,1525,1451,1265,922,617,310,50,0,0,0,0,0
±¤¾çÇ×,0,2015-04-23,0,0,0,0,0,0,70,394,742,1003,1129,853,1262,1170,985,740,477,376,88,0,0,0,0,0
±¤¾çÇ×,0,2015-04-24,0,0,0,0,0,0,43,302,574,817,979,1080,1255,1303,1175,936,601,308,40,0,0,0,0,0
±¤¾çÇ×,0,2015-04-25,0,0,0,0,0,0,70,403,767,1075,1319,1462,1517,1458,1309,1075,736,355,63,0,0,0,0,0
±¤¾çÇ×,0,2015-04-26,0,0,0,0,0,0,81,430,806,1118,1341,1485,1534,1472,1310,1037,698,333,54,0,0,0,0,0
±¤¾çÇ×,0,2015-04-27,0,0,0,0,0,0,83,419,673,968,1195,1327,1350,1402,1289,1069,720,342,72,0,0,0,0,0
±¤¾çÇ×,0,2015-04-28,0,0,0,0,0,0,0,79,194,227,421,263,158,319,261,101,88,81,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-29,0,0,0,0,0,0,0,0,7,104,65,157,214,189,227,144,34,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-04-30,0,0,0,0,0,0,2,121,214,612,1030,1404,1476,1507,1373,1116,751,378,59,0,0,0,0,0
±¤¾çÇ×,0,2015-05-01,0,0,0,0,0,0,95,439,779,1105,1357,1487,1534,1478,1341,1084,742,364,70,0,0,0,0,0
±¤¾çÇ×,0,2015-05-02,0,0,0,0,0,0,40,266,727,1102,1346,1400,1465,1210,961,1044,468,230,11,0,0,0,0,0
±¤¾çÇ×,0,2015-05-03,0,0,0,0,0,0,0,0,18,65,117,221,81,146,148,171,203,103,0,0,0,0,0,0
±¤¾çÇ×,0,2015-05-04,0,0,0,0,0,0,115,466,844,1184,1433,1609,1669,1602,1444,972,508,297,124,0,0,0,0,0
±¤¾çÇ×,0,2015-05-05,0,0,0,0,0,0,126,522,923,1256,1481,1625,1661,1609,1451,1193,844,437,97,0,0,0,0,0
±¤¾çÇ×,0,2015-05-06,0,0,0,0,0,0,101,326,432,693,1040,1136,936,664,992,848,353,167,0,0,0,0,0,0
±¤¾çÇ×,0,2015-05-07,0,0,0,0,0,0,119,482,855,1150,1354,1487,1526,1490,1373,1100,749,376,86,0,0,0,0,0
±¤¾çÇ×,0,2015-05-08,0,0,0,0,0,0,124,468,832,1121,1330,1427,965,1240,1024,824,412,180,20,0,0,0,0,0
±¤¾çÇ×,0,2015-05-09,0,0,0,0,0,0,7,315,792,1091,1440,1543,869,1264,517,860,527,362,92,0,0,0,0,0
±¤¾çÇ×,0,2015-05-10,0,0,0,0,0,0,54,223,355,760,1305,1463,1510,1453,1294,1040,715,362,83,0,0,0,0,0
±¤¾çÇ×,0,2015-05-11,0,0,0,0,0,0,45,486,1066,1829,1690,1472,1505,1566,1354,509,176,49,0,0,0,0,0,0
±¤¾çÇ×,0,2015-05-12,0,0,0,0,0,0,2,160,538,1256,1503,1575,1499,1418,1413,1098,815,436,106,0,0,0,0,0
±¤¾çÇ×,0,2015-05-13,0,0,0,0,0,0,140,522,920,1242,1472,1622,1658,1593,1444,1202,859,463,130,0,0,0,0,0
±¤¾çÇ×,0,2015-05-14,0,0,0,0,0,0,2,49,97,184,324,383,499,965,900,925,733,387,90,0,0,0,0,0
±¤¾çÇ×,0,2015-05-15,0,0,0,0,0,0,135,475,850,1031,1170,1145,893,702,644,499,223,126,0,0,0,0,0,0
±¤¾çÇ×,0,2015-05-16,0,0,0,0,0,0,146,488,860,1089,1246,1388,1456,1480,1400,1163,806,418,106,0,0,0,0,0
±¤¾çÇ×,0,2015-05-17,0,0,0,0,0,0,184,585,999,929,1318,1379,1543,1148,1060,835,502,227,97,0,0,0,0,0
±¤¾çÇ×,0,2015-05-18,0,0,0,0,0,0,0,58,106,142,340,340,315,365,178,113,16,2,0,0,0,0,0,0
±¤¾çÇ×,0,2015-05-19,0,0,0,0,0,0,162,549,929,1226,1440,1571,1615,1553,1390,1161,821,430,124,0,0,0,0,0
±¤¾çÇ×,0,2015-05-20,0,0,0,0,0,0,184,567,936,1228,1472,1656,1685,1645,1476,1247,909,502,166,0,0,0,0,0
±¤¾çÇ×,0,2015-05-21,0,0,0,0,0,0,176,572,958,1269,1485,1609,1652,1606,1406,1184,893,313,117,0,0,0,0,0
±¤¾çÇ×,0,2015-05-22,0,0,0,0,0,0,220,536,896,1073,1237,1384,1399,1606,1422,1013,607,196,22,0,0,0,0,0
±¤¾çÇ×,0,2015-05-23,0,0,0,0,0,0,4,167,207,454,725,835,644,1287,1355,1109,709,313,121,0,0,0,0,0
±¤¾çÇ×,0,2015-05-24,0,0,0,0,0,4,124,506,868,1039,1253,1413,1247,1492,1341,1028,718,428,130,0,0,0,0,0
±¤¾çÇ×,0,2015-05-25,0,0,0,0,0,0,157,493,850,1154,1375,1517,1557,1501,1359,1145,823,446,137,0,0,0,0,0
±¤¾çÇ×,0,2015-05-26,0,0,0,0,0,2,158,527,887,1195,1393,1523,1577,1528,1381,1148,832,454,164,2,0,0,0,0
±¤¾çÇ×,0,2015-05-27,0,0,0,0,0,0,171,497,907,1166,1444,1413,1499,1514,1422,1172,882,464,106,0,0,0,0,0
±¤¾çÇ×,0,2015-05-28,0,0,0,0,0,0,13,193,310,763,1397,1526,1591,1535,1366,1120,805,439,139,0,0,0,0,0
±¤¾çÇ×,0,2015-05-29,0,0,0,0,0,0,162,527,889,1177,1388,1474,1555,1519,1309,1129,803,409,148,4,0,0,0,0
±¤¾çÇ×,0,2015-05-30,0,0,0,0,0,0,0,2,95,351,614,770,533,576,493,293,328,194,97,0,0,0,0,0
±¤¾çÇ×,0,2015-05-31,0,0,0,0,0,0,130,502,983,1282,1496,1588,1616,1510,1361,1168,837,457,155,0,0,0,0,0
±¤¾çÇ×,0,2015-06-01,0,0,0,0,0,0,205,511,862,1098,1372,1521,1588,1458,1323,1172,902,513,162,0,0,0,0,0
±¤¾çÇ×,0,2015-06-02,0,0,0,0,0,0,50,205,513,823,513,450,934,778,749,448,493,58,5,0,0,0,0,0
±¤¾çÇ×,0,2015-06-03,0,0,0,0,0,0,13,196,680,1273,1498,1604,1645,1613,1499,1262,938,497,135,0,0,0,0,0
±¤¾çÇ×,0,2015-06-04,0,0,0,0,0,0,205,601,979,1278,1485,1541,1651,1550,1375,891,670,369,94,0,0,0,0,0
±¤¾çÇ×,0,2015-06-05,0,0,0,0,0,0,0,14,47,128,162,389,353,403,922,1132,738,522,187,0,0,0,0,0
±¤¾çÇ×,0,2015-06-06,0,0,0,0,0,0,171,482,821,1244,1463,1607,1548,1289,1366,1170,844,477,164,0,0,0,0,0
±¤¾çÇ×,0,2015-06-07,0,0,0,0,0,0,54,164,259,646,1283,1370,1301,1561,1404,1141,905,409,158,2,0,0,0,0
±¤¾çÇ×,0,2015-06-08,0,0,0,0,0,0,101,187,405,306,265,261,337,268,184,47,131,4,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-09,0,0,0,0,0,0,65,257,428,770,1327,1094,1091,1219,1408,1159,725,430,121,0,0,0,0,0
±¤¾çÇ×,0,2015-06-10,0,0,0,0,0,0,187,450,738,1030,1229,1184,1393,1226,1094,1033,785,369,236,2,0,0,0,0
±¤¾çÇ×,0,2015-06-11,0,0,0,0,0,0,0,4,23,256,455,290,362,452,484,353,346,88,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-12,0,0,0,0,0,2,158,470,835,1136,1355,1507,1589,1546,1379,1157,713,439,175,2,0,0,0,0
±¤¾çÇ×,0,2015-06-13,0,0,0,0,0,0,130,322,574,482,693,758,635,707,736,742,540,295,185,14,0,0,0,0
±¤¾çÇ×,0,2015-06-14,0,0,0,0,0,2,110,266,212,731,907,1427,1537,1417,974,965,473,257,45,0,0,0,0,0
±¤¾çÇ×,0,2015-06-15,0,0,0,0,0,0,0,106,437,504,1076,1296,1404,1417,1204,785,362,182,34,0,0,0,0,0
±¤¾çÇ×,0,2015-06-16,0,0,0,0,0,0,5,169,468,536,787,947,1242,1309,1145,938,713,392,135,0,0,0,0,0
±¤¾çÇ×,0,2015-06-17,0,0,0,0,0,0,0,23,76,149,139,11,14,7,2,0,18,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-18,0,0,0,0,0,0,193,526,749,932,1382,1337,1377,1422,1483,1244,556,387,126,0,0,0,0,0
±¤¾çÇ×,0,2015-06-19,0,0,0,0,0,2,146,356,713,952,1125,1114,995,1062,878,691,297,225,22,0,0,0,0,0
±¤¾çÇ×,0,2015-06-20,0,0,0,0,0,0,0,59,169,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-22,0,0,0,0,0,0,0,0,0,0,180,250,670,796,925,832,576,304,121,7,0,0,0,0
±¤¾çÇ×,0,2015-06-23,0,0,0,0,0,0,153,364,668,905,1049,972,952,1102,1006,841,506,362,86,0,0,0,0,0
±¤¾çÇ×,0,2015-06-24,0,0,0,0,0,2,122,193,308,599,634,536,578,295,248,110,113,43,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-25,0,0,0,0,0,0,104,230,344,443,686,644,508,380,241,178,88,34,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-26,0,0,0,0,0,0,0,22,27,76,203,252,571,1123,902,479,448,211,139,13,0,0,0,0
±¤¾çÇ×,0,2015-06-27,0,0,0,0,0,0,0,0,4,149,158,59,32,148,68,65,45,58,0,0,0,0,0,0
±¤¾çÇ×,0,2015-06-28,0,0,0,0,0,0,74,239,324,796,1040,1229,1305,1240,1129,893,673,364,139,2,0,0,0,0
±¤¾çÇ×,0,2015-06-29,0,0,0,0,0,0,47,74,518,787,1103,1188,1188,1024,603,491,310,151,54,2,0,0,0,0
±¤¾çÇ×,0,2015-06-30,0,0,0,0,0,0,9,86,189,216,144,220,72,211,153,67,9,2,2,0,0,0,0,0
±¤¾çÇ×,0,2015-07-01,0,0,0,0,0,0,148,378,842,853,673,823,893,871,887,731,697,533,193,13,0,0,0,0
±¤¾çÇ×,0,2015-07-02,0,0,0,0,0,0,189,578,895,1166,1388,1213,997,916,718,567,569,391,126,13,0,0,0,0
±¤¾çÇ×,0,2015-07-03,0,0,0,0,0,2,88,324,599,882,1055,1028,992,1033,922,823,643,342,115,2,0,0,0,0
±¤¾çÇ×,0,2015-07-04,0,0,0,0,0,0,54,191,288,542,623,707,1156,1224,999,927,576,317,45,0,0,0,0,0
±¤¾çÇ×,0,2015-07-05,0,0,0,0,0,0,79,270,531,727,875,997,959,927,752,677,592,382,86,18,0,0,0,0
±¤¾çÇ×,0,2015-07-06,0,0,0,0,0,0,77,263,490,596,909,538,443,464,288,272,329,131,32,0,0,0,0,0
±¤¾çÇ×,0,2015-07-07,0,0,0,0,0,0,2,18,81,74,166,173,250,414,277,173,268,137,22,0,0,0,0,0
±¤¾çÇ×,0,2015-07-08,0,0,0,0,0,0,0,0,74,122,162,169,203,295,214,173,140,32,9,0,0,0,0,0
±¤¾çÇ×,0,2015-07-09,0,0,0,0,0,0,0,83,221,436,333,488,981,1283,1192,1109,770,457,200,2,0,0,0,0
±¤¾çÇ×,0,2015-07-10,0,0,0,0,0,0,113,434,812,1125,1327,1435,1478,1440,1237,1080,779,452,211,9,0,0,0,0
±¤¾çÇ×,0,2015-07-11,0,0,0,0,0,0,36,304,536,589,680,495,459,410,189,137,67,9,0,0,0,0,0,0
±¤¾çÇ×,0,2015-07-12,0,0,0,0,0,0,0,0,0,11,31,97,106,137,25,5,2,0,0,0,0,0,0,0
±¤¾çÇ×,0,2015-07-13,0,0,0,0,0,0,0,29,38,92,236,187,241,715,659,596,268,221,101,0,0,0,0,0
±¤¾çÇ×,0,2015-07-14,0,0,0,0,0,0,76,283,535,779,963,1093,1143,1138,1010,830,576,324,101,2,0,0,0,0
±¤¾çÇ×,0,2015-07-15,0,0,0,0,0,0,18,254,452,549,711,911,1073,846,844,599,463,207,54,0,0,0,0,0
±¤¾çÇ×,0,2015-07-16,0,0,0,0,0,0,90,322,524,896,1105,1231,1287,1240,938,997,715,436,169,2,0,0,0,0
